type,name,segment,latitude,longitude,elevation_m,time
trackpoint,Monday Morning Walk,1,38.571513,-78.293021,238.9,2026-04-20T11:20:40.298Z
trackpoint,Monday Morning Walk,1,38.571635,-78.293002,241.7,2026-04-20T11:20:47.000Z
trackpoint,Monday Morning Walk,1,38.571608,-78.293032,243.7,2026-04-20T11:20:52.000Z
trackpoint,Monday Morning Walk,1,38.571512,-78.293064,241.6,2026-04-20T11:20:57.000Z
trackpoint,Monday Morning Walk,1,38.571442,-78.293082,240.8,2026-04-20T11:21:02.000Z
trackpoint,Monday Morning Walk,1,38.571437,-78.293092,241.7,2026-04-20T11:21:07.000Z
trackpoint,Monday Morning Walk,1,38.571445,-78.293111,244.9,2026-04-20T11:21:12.000Z
trackpoint,Monday Morning Walk,1,38.571447,-78.293126,246,2026-04-20T11:21:17.000Z
trackpoint,Monday Morning Walk,1,38.571487,-78.293112,246.8,2026-04-20T11:21:22.000Z
trackpoint,Monday Morning Walk,1,38.571473,-78.293107,250.7,2026-04-20T11:21:27.000Z
trackpoint,Monday Morning Walk,1,38.571475,-78.293096,252.9,2026-04-20T11:21:32.000Z
trackpoint,Monday Morning Walk,1,38.57147,-78.293067,258.6,2026-04-20T11:21:37.000Z
trackpoint,Monday Morning Walk,1,38.571475,-78.293061,261.7,2026-04-20T11:21:42.000Z
trackpoint,Monday Morning Walk,1,38.571478,-78.293052,263.2,2026-04-20T11:21:47.000Z
trackpoint,Monday Morning Walk,1,38.571457,-78.293061,263.2,2026-04-20T11:21:53.000Z
trackpoint,Monday Morning Walk,1,38.571422,-78.293067,262.6,2026-04-20T11:21:58.000Z
trackpoint,Monday Morning Walk,1,38.571383,-78.293092,262.6,2026-04-20T11:22:03.000Z
trackpoint,Monday Morning Walk,1,38.571375,-78.293101,262.4,2026-04-20T11:22:08.000Z
trackpoint,Monday Morning Walk,1,38.57138,-78.293097,262.3,2026-04-20T11:22:13.000Z
trackpoint,Monday Morning Walk,1,38.571398,-78.293092,262.2,2026-04-20T11:22:18.000Z
trackpoint,Monday Morning Walk,1,38.571403,-78.293099,262.2,2026-04-20T11:22:23.000Z
trackpoint,Monday Morning Walk,1,38.57139,-78.293119,262.4,2026-04-20T11:22:28.000Z
trackpoint,Monday Morning Walk,1,38.571382,-78.293126,262.4,2026-04-20T11:22:33.000Z
trackpoint,Monday Morning Walk,1,38.571295,-78.293164,262.5,2026-04-20T11:22:38.000Z
trackpoint,Monday Morning Walk,1,38.571302,-78.293176,262.7,2026-04-20T11:22:42.000Z
trackpoint,Monday Morning Walk,1,38.571265,-78.293156,263.4,2026-04-20T11:22:49.000Z
trackpoint,Monday Morning Walk,1,38.57119,-78.293196,264.3,2026-04-20T11:22:54.000Z
trackpoint,Monday Morning Walk,1,38.571168,-78.293167,264.9,2026-04-20T11:23:00.000Z
trackpoint,Monday Morning Walk,1,38.571143,-78.293156,265.7,2026-04-20T11:23:05.000Z
trackpoint,Monday Morning Walk,1,38.571247,-78.293134,266.7,2026-04-20T11:23:10.000Z
trackpoint,Monday Morning Walk,1,38.571222,-78.293147,267,2026-04-20T11:23:15.000Z
trackpoint,Monday Morning Walk,1,38.57123,-78.293106,267.6,2026-04-20T11:23:20.000Z
trackpoint,Monday Morning Walk,1,38.57117,-78.293124,268.3,2026-04-20T11:23:25.000Z
trackpoint,Monday Morning Walk,1,38.57111,-78.293179,270.5,2026-04-20T11:23:30.000Z
trackpoint,Monday Morning Walk,1,38.5711,-78.293207,273.9,2026-04-20T11:23:35.000Z
trackpoint,Monday Morning Walk,1,38.571083,-78.293206,275,2026-04-20T11:23:40.000Z
trackpoint,Monday Morning Walk,1,38.571082,-78.293202,275.6,2026-04-20T11:23:46.000Z
trackpoint,Monday Morning Walk,1,38.571085,-78.293202,276.8,2026-04-20T11:23:51.000Z
trackpoint,Monday Morning Walk,1,38.571085,-78.293204,277,2026-04-20T11:23:56.000Z
trackpoint,Monday Morning Walk,1,38.571103,-78.293197,277.5,2026-04-20T11:24:01.000Z
trackpoint,Monday Morning Walk,1,38.571108,-78.293196,277.5,2026-04-20T11:24:06.000Z
trackpoint,Monday Morning Walk,1,38.571098,-78.293194,277.5,2026-04-20T11:24:11.000Z
trackpoint,Monday Morning Walk,1,38.571103,-78.293199,277.5,2026-04-20T11:24:16.000Z
trackpoint,Monday Morning Walk,1,38.57111,-78.293221,277.5,2026-04-20T11:24:21.000Z
trackpoint,Monday Morning Walk,1,38.571102,-78.293224,277.5,2026-04-20T11:24:26.000Z
trackpoint,Monday Morning Walk,1,38.571102,-78.293226,277.6,2026-04-20T11:24:31.000Z
trackpoint,Monday Morning Walk,1,38.57108,-78.293224,277.6,2026-04-20T11:24:36.000Z
trackpoint,Monday Morning Walk,1,38.571065,-78.293257,277.9,2026-04-20T11:24:41.000Z
trackpoint,Monday Morning Walk,1,38.571045,-78.293311,278.7,2026-04-20T11:24:46.000Z
trackpoint,Monday Morning Walk,1,38.571012,-78.293371,279.9,2026-04-20T11:24:52.000Z
trackpoint,Monday Morning Walk,1,38.570947,-78.293429,281.1,2026-04-20T11:24:57.000Z
trackpoint,Monday Morning Walk,1,38.57089,-78.293492,281.9,2026-04-20T11:25:02.000Z
trackpoint,Monday Morning Walk,1,38.570885,-78.293497,282.3,2026-04-20T11:25:07.000Z
trackpoint,Monday Morning Walk,1,38.570887,-78.293507,282.8,2026-04-20T11:25:12.000Z
trackpoint,Monday Morning Walk,1,38.570892,-78.293511,283,2026-04-20T11:25:17.000Z
trackpoint,Monday Morning Walk,1,38.570893,-78.293511,283,2026-04-20T11:25:22.000Z
trackpoint,Monday Morning Walk,1,38.570897,-78.293517,283.2,2026-04-20T11:25:27.000Z
trackpoint,Monday Morning Walk,1,38.570892,-78.293509,283.3,2026-04-20T11:25:32.000Z
trackpoint,Monday Morning Walk,1,38.57089,-78.293502,283.5,2026-04-20T11:25:37.000Z
trackpoint,Monday Morning Walk,1,38.570898,-78.293511,283.7,2026-04-20T11:25:42.000Z
trackpoint,Monday Morning Walk,1,38.57091,-78.293532,284.1,2026-04-20T11:25:48.000Z
trackpoint,Monday Morning Walk,1,38.570898,-78.293524,284.4,2026-04-20T11:25:53.000Z
trackpoint,Monday Morning Walk,1,38.570892,-78.293521,284.6,2026-04-20T11:25:58.000Z
trackpoint,Monday Morning Walk,1,38.570918,-78.293511,285.5,2026-04-20T11:26:03.000Z
trackpoint,Monday Morning Walk,1,38.57094,-78.293502,286.7,2026-04-20T11:26:08.000Z
trackpoint,Monday Morning Walk,1,38.570953,-78.293501,287.1,2026-04-20T11:26:13.000Z
trackpoint,Monday Morning Walk,1,38.570963,-78.293504,287.5,2026-04-20T11:26:18.000Z
trackpoint,Monday Morning Walk,1,38.570957,-78.293506,287.8,2026-04-20T11:26:23.000Z
trackpoint,Monday Morning Walk,1,38.570957,-78.293509,287.7,2026-04-20T11:26:28.000Z
trackpoint,Monday Morning Walk,1,38.570952,-78.293514,287.8,2026-04-20T11:26:33.000Z
trackpoint,Monday Morning Walk,1,38.57095,-78.293514,287.8,2026-04-20T11:26:38.000Z
trackpoint,Monday Morning Walk,1,38.57095,-78.293514,287.8,2026-04-20T11:26:43.000Z
trackpoint,Monday Morning Walk,1,38.570952,-78.293519,287.8,2026-04-20T11:26:48.000Z
trackpoint,Monday Morning Walk,1,38.570953,-78.293511,287.8,2026-04-20T11:26:54.000Z
trackpoint,Monday Morning Walk,1,38.570972,-78.293496,287.8,2026-04-20T11:26:59.000Z
trackpoint,Monday Morning Walk,1,38.570968,-78.293491,287.9,2026-04-20T11:27:04.000Z
trackpoint,Monday Morning Walk,1,38.570968,-78.293492,287.8,2026-04-20T11:27:09.000Z
trackpoint,Monday Morning Walk,1,38.57096,-78.293497,287.9,2026-04-20T11:27:14.000Z
trackpoint,Monday Morning Walk,1,38.570953,-78.293497,287.9,2026-04-20T11:27:19.000Z
trackpoint,Monday Morning Walk,1,38.570958,-78.293489,287.9,2026-04-20T11:27:24.000Z
trackpoint,Monday Morning Walk,1,38.57095,-78.293494,288,2026-04-20T11:27:29.000Z
trackpoint,Monday Morning Walk,1,38.570945,-78.293489,287.9,2026-04-20T11:27:34.000Z
trackpoint,Monday Morning Walk,1,38.57094,-78.293497,288,2026-04-20T11:27:39.000Z
trackpoint,Monday Morning Walk,1,38.570932,-78.293494,288,2026-04-20T11:27:45.000Z
trackpoint,Monday Morning Walk,1,38.570927,-78.293507,287.9,2026-04-20T11:27:50.000Z
trackpoint,Monday Morning Walk,1,38.570892,-78.293552,287.9,2026-04-20T11:27:55.000Z
trackpoint,Monday Morning Walk,1,38.570848,-78.293614,288.4,2026-04-20T11:28:00.000Z
trackpoint,Monday Morning Walk,1,38.570788,-78.293684,289.1,2026-04-20T11:28:05.000Z
trackpoint,Monday Morning Walk,1,38.570735,-78.293714,290,2026-04-20T11:28:10.000Z
trackpoint,Monday Morning Walk,1,38.570662,-78.293719,291.2,2026-04-20T11:28:15.000Z
trackpoint,Monday Morning Walk,1,38.570647,-78.293722,292,2026-04-20T11:28:20.000Z
trackpoint,Monday Morning Walk,1,38.570645,-78.293712,292.4,2026-04-20T11:28:25.000Z
trackpoint,Monday Morning Walk,1,38.57059,-78.293706,292.8,2026-04-20T11:28:30.000Z
trackpoint,Monday Morning Walk,1,38.570545,-78.293691,293.3,2026-04-20T11:28:35.000Z
trackpoint,Monday Morning Walk,1,38.570582,-78.293689,293.9,2026-04-20T11:28:40.000Z
trackpoint,Monday Morning Walk,1,38.570723,-78.293654,294.7,2026-04-20T11:28:46.000Z
trackpoint,Monday Morning Walk,1,38.570727,-78.293656,295.5,2026-04-20T11:28:51.000Z
trackpoint,Monday Morning Walk,1,38.570737,-78.293632,296.7,2026-04-20T11:28:56.000Z
trackpoint,Monday Morning Walk,1,38.570737,-78.293606,298,2026-04-20T11:29:01.000Z
trackpoint,Monday Morning Walk,1,38.570692,-78.293587,299.5,2026-04-20T11:29:06.000Z
trackpoint,Monday Morning Walk,1,38.570572,-78.293602,300.5,2026-04-20T11:29:11.000Z
trackpoint,Monday Morning Walk,1,38.570468,-78.293606,301.2,2026-04-20T11:29:16.000Z
trackpoint,Monday Morning Walk,1,38.570412,-78.293592,300.9,2026-04-20T11:29:21.000Z
trackpoint,Monday Morning Walk,1,38.570362,-78.293589,301.4,2026-04-20T11:29:26.000Z
trackpoint,Monday Morning Walk,1,38.570313,-78.293592,301,2026-04-20T11:29:31.000Z
trackpoint,Monday Morning Walk,1,38.570275,-78.293601,301.3,2026-04-20T11:29:36.000Z
trackpoint,Monday Morning Walk,1,38.570238,-78.293626,302.1,2026-04-20T11:29:42.000Z
trackpoint,Monday Morning Walk,1,38.570217,-78.293651,302.8,2026-04-20T11:29:47.000Z
trackpoint,Monday Morning Walk,1,38.57021,-78.293666,303.6,2026-04-20T11:29:52.000Z
trackpoint,Monday Morning Walk,1,38.570202,-78.293667,304.7,2026-04-20T11:29:57.000Z
trackpoint,Monday Morning Walk,1,38.570135,-78.293707,305.7,2026-04-20T11:30:02.000Z
trackpoint,Monday Morning Walk,1,38.570072,-78.293764,306.7,2026-04-20T11:30:07.000Z
trackpoint,Monday Morning Walk,1,38.570032,-78.293801,306.9,2026-04-20T11:30:12.000Z
trackpoint,Monday Morning Walk,1,38.569993,-78.293829,307.6,2026-04-20T11:30:17.000Z
trackpoint,Monday Morning Walk,1,38.56997,-78.293862,308.3,2026-04-20T11:30:22.000Z
trackpoint,Monday Morning Walk,1,38.569868,-78.293922,308.9,2026-04-20T11:30:27.000Z
trackpoint,Monday Morning Walk,1,38.569793,-78.293982,310,2026-04-20T11:30:32.000Z
trackpoint,Monday Morning Walk,1,38.569778,-78.294031,310.5,2026-04-20T11:30:37.000Z
trackpoint,Monday Morning Walk,1,38.56972,-78.294059,310.1,2026-04-20T11:30:42.000Z
trackpoint,Monday Morning Walk,1,38.569705,-78.294094,310.7,2026-04-20T11:30:48.000Z
trackpoint,Monday Morning Walk,1,38.569685,-78.294104,311.5,2026-04-20T11:30:53.000Z
trackpoint,Monday Morning Walk,1,38.569677,-78.294134,312.3,2026-04-20T11:30:58.000Z
trackpoint,Monday Morning Walk,1,38.56968,-78.294144,312.5,2026-04-20T11:31:03.000Z
trackpoint,Monday Morning Walk,1,38.569648,-78.294151,313.1,2026-04-20T11:31:08.000Z
trackpoint,Monday Morning Walk,1,38.569578,-78.294171,314.3,2026-04-20T11:31:13.000Z
trackpoint,Monday Morning Walk,1,38.569583,-78.294142,314.7,2026-04-20T11:31:18.000Z
trackpoint,Monday Morning Walk,1,38.56959,-78.294136,316.7,2026-04-20T11:31:23.000Z
trackpoint,Monday Morning Walk,1,38.569577,-78.294106,319.3,2026-04-20T11:31:28.000Z
trackpoint,Monday Morning Walk,1,38.569533,-78.294077,321.3,2026-04-20T11:31:33.000Z
trackpoint,Monday Morning Walk,1,38.569447,-78.294072,323.3,2026-04-20T11:31:38.000Z
trackpoint,Monday Morning Walk,1,38.569423,-78.294111,325.8,2026-04-20T11:31:43.000Z
trackpoint,Monday Morning Walk,1,38.569332,-78.294127,327.4,2026-04-20T11:31:49.000Z
trackpoint,Monday Morning Walk,1,38.56926,-78.294132,327.5,2026-04-20T11:31:54.000Z
trackpoint,Monday Morning Walk,1,38.569213,-78.294107,329.3,2026-04-20T11:31:59.000Z
trackpoint,Monday Morning Walk,1,38.569198,-78.294047,330.4,2026-04-20T11:32:04.000Z
trackpoint,Monday Morning Walk,1,38.56915,-78.294024,331.1,2026-04-20T11:32:09.000Z
trackpoint,Monday Morning Walk,1,38.569123,-78.294019,331.6,2026-04-20T11:32:14.000Z
trackpoint,Monday Morning Walk,1,38.56909,-78.294054,331.9,2026-04-20T11:32:19.000Z
trackpoint,Monday Morning Walk,1,38.569032,-78.294086,332.4,2026-04-20T11:32:24.000Z
trackpoint,Monday Morning Walk,1,38.568963,-78.294129,333.9,2026-04-20T11:32:29.000Z
trackpoint,Monday Morning Walk,1,38.568945,-78.294144,334.7,2026-04-20T11:32:34.000Z
trackpoint,Monday Morning Walk,1,38.568888,-78.294136,334.6,2026-04-20T11:32:39.000Z
trackpoint,Monday Morning Walk,1,38.568838,-78.294122,334,2026-04-20T11:32:44.000Z
trackpoint,Monday Morning Walk,1,38.568777,-78.294107,333.1,2026-04-20T11:32:50.000Z
trackpoint,Monday Morning Walk,1,38.568763,-78.294092,332.6,2026-04-20T11:32:55.000Z
trackpoint,Monday Morning Walk,1,38.568753,-78.294064,331.7,2026-04-20T11:33:00.000Z
trackpoint,Monday Morning Walk,1,38.568718,-78.294066,330,2026-04-20T11:33:05.000Z
trackpoint,Monday Morning Walk,1,38.568745,-78.294024,329.4,2026-04-20T11:33:10.000Z
trackpoint,Monday Morning Walk,1,38.568812,-78.293987,328.8,2026-04-20T11:33:15.000Z
trackpoint,Monday Morning Walk,1,38.56885,-78.293914,328.4,2026-04-20T11:33:20.000Z
trackpoint,Monday Morning Walk,1,38.568883,-78.293896,328.7,2026-04-20T11:33:25.000Z
trackpoint,Monday Morning Walk,1,38.568845,-78.293919,329.2,2026-04-20T11:33:30.000Z
trackpoint,Monday Morning Walk,1,38.56883,-78.293912,328.2,2026-04-20T11:33:35.000Z
trackpoint,Monday Morning Walk,1,38.568797,-78.293927,328.2,2026-04-20T11:33:40.000Z
trackpoint,Monday Morning Walk,1,38.568785,-78.293937,328.1,2026-04-20T11:33:46.000Z
trackpoint,Monday Morning Walk,1,38.568757,-78.293952,328.8,2026-04-20T11:33:51.000Z
trackpoint,Monday Morning Walk,1,38.568717,-78.293976,330,2026-04-20T11:33:56.000Z
trackpoint,Monday Morning Walk,1,38.56869,-78.293987,331.1,2026-04-20T11:34:01.000Z
trackpoint,Monday Morning Walk,1,38.568608,-78.294026,331.2,2026-04-20T11:34:06.000Z
trackpoint,Monday Morning Walk,1,38.568573,-78.294044,331.4,2026-04-20T11:34:11.000Z
trackpoint,Monday Morning Walk,1,38.568505,-78.294067,331.5,2026-04-20T11:34:16.000Z
trackpoint,Monday Morning Walk,1,38.568487,-78.294091,330.9,2026-04-20T11:34:21.000Z
trackpoint,Monday Morning Walk,1,38.56847,-78.294129,330.9,2026-04-20T11:34:26.000Z
trackpoint,Monday Morning Walk,1,38.568443,-78.294164,330.5,2026-04-20T11:34:31.000Z
trackpoint,Monday Morning Walk,1,38.568447,-78.294194,331.7,2026-04-20T11:34:36.000Z
trackpoint,Monday Morning Walk,1,38.568392,-78.294231,332.8,2026-04-20T11:34:41.000Z
trackpoint,Monday Morning Walk,1,38.568338,-78.294267,333.9,2026-04-20T11:34:46.000Z
trackpoint,Monday Morning Walk,1,38.568362,-78.294249,336.1,2026-04-20T11:34:52.000Z
trackpoint,Monday Morning Walk,1,38.568362,-78.294231,336.8,2026-04-20T11:34:57.000Z
trackpoint,Monday Morning Walk,1,38.568312,-78.294219,337.5,2026-04-20T11:35:02.000Z
trackpoint,Monday Morning Walk,1,38.568292,-78.294196,338.8,2026-04-20T11:35:07.000Z
trackpoint,Monday Morning Walk,1,38.568225,-78.294222,339.7,2026-04-20T11:35:12.000Z
trackpoint,Monday Morning Walk,1,38.568165,-78.294242,341.4,2026-04-20T11:35:17.000Z
trackpoint,Monday Morning Walk,1,38.568123,-78.294281,342.9,2026-04-20T11:35:22.000Z
trackpoint,Monday Morning Walk,1,38.56806,-78.294282,345.2,2026-04-20T11:35:27.000Z
trackpoint,Monday Morning Walk,1,38.567958,-78.294277,347.6,2026-04-20T11:35:32.000Z
trackpoint,Monday Morning Walk,1,38.567917,-78.294271,349.1,2026-04-20T11:35:37.000Z
trackpoint,Monday Morning Walk,1,38.5679,-78.294282,350.2,2026-04-20T11:35:42.000Z
trackpoint,Monday Morning Walk,1,38.567842,-78.294326,351.6,2026-04-20T11:35:48.000Z
trackpoint,Monday Morning Walk,1,38.567783,-78.294361,351.8,2026-04-20T11:35:53.000Z
trackpoint,Monday Morning Walk,1,38.567732,-78.294359,351.8,2026-04-20T11:35:58.000Z
trackpoint,Monday Morning Walk,1,38.567708,-78.294349,351.5,2026-04-20T11:36:03.000Z
trackpoint,Monday Morning Walk,1,38.56767,-78.294332,351.5,2026-04-20T11:36:08.000Z
trackpoint,Monday Morning Walk,1,38.567657,-78.294327,350.7,2026-04-20T11:36:13.000Z
trackpoint,Monday Morning Walk,1,38.567643,-78.294337,350.2,2026-04-20T11:36:18.000Z
trackpoint,Monday Morning Walk,1,38.567675,-78.294346,349.6,2026-04-20T11:36:23.000Z
trackpoint,Monday Morning Walk,1,38.567662,-78.294376,350,2026-04-20T11:36:28.000Z
trackpoint,Monday Morning Walk,1,38.567635,-78.294379,350.2,2026-04-20T11:36:33.000Z
trackpoint,Monday Morning Walk,1,38.5676,-78.294379,349.5,2026-04-20T11:36:38.000Z
trackpoint,Monday Morning Walk,1,38.567543,-78.294381,348.4,2026-04-20T11:36:44.000Z
trackpoint,Monday Morning Walk,1,38.567505,-78.294391,347.5,2026-04-20T11:36:49.000Z
trackpoint,Monday Morning Walk,1,38.567425,-78.294391,348.2,2026-04-20T11:36:54.000Z
trackpoint,Monday Morning Walk,1,38.567413,-78.294379,348.7,2026-04-20T11:36:59.000Z
trackpoint,Monday Morning Walk,1,38.5674,-78.294371,349.3,2026-04-20T11:37:04.000Z
trackpoint,Monday Morning Walk,1,38.567343,-78.294359,350.2,2026-04-20T11:37:09.000Z
trackpoint,Monday Morning Walk,1,38.567345,-78.294349,350.8,2026-04-20T11:37:14.000Z
trackpoint,Monday Morning Walk,1,38.567305,-78.294317,351.7,2026-04-20T11:37:19.000Z
trackpoint,Monday Morning Walk,1,38.56721,-78.294312,351.7,2026-04-20T11:37:24.000Z
trackpoint,Monday Morning Walk,1,38.567162,-78.294337,352.3,2026-04-20T11:37:34.000Z
trackpoint,Monday Morning Walk,1,38.567142,-78.294339,352.6,2026-04-20T11:37:40.000Z
trackpoint,Monday Morning Walk,1,38.567068,-78.294332,352.9,2026-04-20T11:37:45.000Z
trackpoint,Monday Morning Walk,1,38.566993,-78.294349,354.4,2026-04-20T11:37:50.000Z
trackpoint,Monday Morning Walk,1,38.566972,-78.294359,355.4,2026-04-20T11:37:55.000Z
trackpoint,Monday Morning Walk,1,38.566943,-78.294354,355.9,2026-04-20T11:38:00.000Z
trackpoint,Monday Morning Walk,1,38.56695,-78.294354,356.6,2026-04-20T11:38:05.000Z
trackpoint,Monday Morning Walk,1,38.566908,-78.294367,357.3,2026-04-20T11:38:10.000Z
trackpoint,Monday Morning Walk,1,38.566852,-78.294376,359.3,2026-04-20T11:38:16.000Z
trackpoint,Monday Morning Walk,1,38.566842,-78.294391,360.5,2026-04-20T11:38:21.000Z
trackpoint,Monday Morning Walk,1,38.566818,-78.294401,361.5,2026-04-20T11:38:26.000Z
trackpoint,Monday Morning Walk,1,38.566772,-78.294429,363.1,2026-04-20T11:38:31.000Z
trackpoint,Monday Morning Walk,1,38.566735,-78.294459,364.5,2026-04-20T11:38:36.000Z
trackpoint,Monday Morning Walk,1,38.566715,-78.294474,365.6,2026-04-20T11:38:41.000Z
trackpoint,Monday Morning Walk,1,38.566693,-78.294501,366,2026-04-20T11:38:46.000Z
trackpoint,Monday Morning Walk,1,38.566655,-78.294537,366.2,2026-04-20T11:38:51.000Z
trackpoint,Monday Morning Walk,1,38.566653,-78.294556,366.1,2026-04-20T11:38:56.000Z
trackpoint,Monday Morning Walk,1,38.566662,-78.294564,365.8,2026-04-20T11:39:01.000Z
trackpoint,Monday Morning Walk,1,38.566648,-78.294596,366.1,2026-04-20T11:39:06.000Z
trackpoint,Monday Morning Walk,1,38.566632,-78.294644,367.1,2026-04-20T11:39:11.000Z
trackpoint,Monday Morning Walk,1,38.56663,-78.294686,368.1,2026-04-20T11:39:17.000Z
trackpoint,Monday Morning Walk,1,38.566602,-78.294692,369.7,2026-04-20T11:39:22.000Z
trackpoint,Monday Morning Walk,1,38.566587,-78.294716,371.3,2026-04-20T11:39:27.000Z
trackpoint,Monday Morning Walk,1,38.566552,-78.294731,372.6,2026-04-20T11:39:32.000Z
trackpoint,Monday Morning Walk,1,38.566508,-78.294724,373,2026-04-20T11:39:37.000Z
trackpoint,Monday Morning Walk,1,38.566468,-78.294727,373.7,2026-04-20T11:39:42.000Z
trackpoint,Monday Morning Walk,1,38.566408,-78.294732,374.8,2026-04-20T11:39:47.000Z
trackpoint,Monday Morning Walk,1,38.566395,-78.294741,376.2,2026-04-20T11:39:52.000Z
trackpoint,Monday Morning Walk,1,38.566365,-78.294736,377.4,2026-04-20T11:39:57.000Z
trackpoint,Monday Morning Walk,1,38.566358,-78.294701,377.9,2026-04-20T11:40:02.000Z
trackpoint,Monday Morning Walk,1,38.566322,-78.294696,378.1,2026-04-20T11:40:07.000Z
trackpoint,Monday Morning Walk,1,38.566272,-78.294689,379.9,2026-04-20T11:40:12.000Z
trackpoint,Monday Morning Walk,1,38.566232,-78.294691,379.5,2026-04-20T11:40:18.000Z
trackpoint,Monday Morning Walk,1,38.566223,-78.294702,379.3,2026-04-20T11:40:23.000Z
trackpoint,Monday Morning Walk,1,38.566225,-78.294727,379.6,2026-04-20T11:40:28.000Z
trackpoint,Monday Morning Walk,1,38.56624,-78.294736,380.7,2026-04-20T11:40:33.000Z
trackpoint,Monday Morning Walk,1,38.566243,-78.294774,381.9,2026-04-20T11:40:38.000Z
trackpoint,Monday Morning Walk,1,38.566198,-78.294856,382,2026-04-20T11:40:43.000Z
trackpoint,Monday Morning Walk,1,38.56615,-78.294902,381.8,2026-04-20T11:40:48.000Z
trackpoint,Monday Morning Walk,1,38.566118,-78.294914,382.3,2026-04-20T11:40:53.000Z
trackpoint,Monday Morning Walk,1,38.566098,-78.294934,383.8,2026-04-20T11:40:58.000Z
trackpoint,Monday Morning Walk,1,38.566043,-78.294952,385.7,2026-04-20T11:41:03.000Z
trackpoint,Monday Morning Walk,1,38.565983,-78.294951,387.4,2026-04-20T11:41:08.000Z
trackpoint,Monday Morning Walk,1,38.565972,-78.294959,389.3,2026-04-20T11:41:13.000Z
trackpoint,Monday Morning Walk,1,38.565992,-78.294979,388.6,2026-04-20T11:41:19.000Z
trackpoint,Monday Morning Walk,1,38.565967,-78.295007,388.8,2026-04-20T11:41:24.000Z
trackpoint,Monday Morning Walk,1,38.565943,-78.295019,389,2026-04-20T11:41:29.000Z
trackpoint,Monday Morning Walk,1,38.565942,-78.295047,389,2026-04-20T11:41:34.000Z
trackpoint,Monday Morning Walk,1,38.565938,-78.295069,389.6,2026-04-20T11:41:39.000Z
trackpoint,Monday Morning Walk,1,38.565897,-78.295081,390.8,2026-04-20T11:41:44.000Z
trackpoint,Monday Morning Walk,1,38.565893,-78.295101,390.9,2026-04-20T11:41:49.000Z
trackpoint,Monday Morning Walk,1,38.565973,-78.295164,389.5,2026-04-20T11:41:54.000Z
trackpoint,Monday Morning Walk,1,38.565958,-78.295219,388.8,2026-04-20T11:41:59.000Z
trackpoint,Monday Morning Walk,1,38.565937,-78.295294,388.2,2026-04-20T11:42:04.000Z
trackpoint,Monday Morning Walk,1,38.56593,-78.295352,387.8,2026-04-20T11:42:09.000Z
trackpoint,Monday Morning Walk,1,38.565942,-78.295379,387.8,2026-04-20T11:42:14.000Z
trackpoint,Monday Morning Walk,1,38.565925,-78.295437,387.7,2026-04-20T11:42:20.000Z
trackpoint,Monday Morning Walk,1,38.565943,-78.295452,387.6,2026-04-20T11:42:25.000Z
trackpoint,Monday Morning Walk,1,38.565958,-78.295487,387.8,2026-04-20T11:42:30.000Z
trackpoint,Monday Morning Walk,1,38.56593,-78.295527,388.8,2026-04-20T11:42:35.000Z
trackpoint,Monday Morning Walk,1,38.565957,-78.295544,389.8,2026-04-20T11:42:40.000Z
trackpoint,Monday Morning Walk,1,38.565977,-78.295601,390.5,2026-04-20T11:42:45.000Z
trackpoint,Monday Morning Walk,1,38.566,-78.295666,391.2,2026-04-20T11:42:50.000Z
trackpoint,Monday Morning Walk,1,38.566025,-78.295696,392.4,2026-04-20T11:42:55.000Z
trackpoint,Monday Morning Walk,1,38.566038,-78.295711,392.1,2026-04-20T11:43:00.000Z
trackpoint,Monday Morning Walk,1,38.566068,-78.295739,393.3,2026-04-20T11:43:05.000Z
trackpoint,Monday Morning Walk,1,38.566077,-78.295757,394,2026-04-20T11:43:10.000Z
trackpoint,Monday Morning Walk,1,38.566068,-78.295811,394.3,2026-04-20T11:43:16.000Z
trackpoint,Monday Morning Walk,1,38.566125,-78.295896,394.8,2026-04-20T11:43:21.000Z
trackpoint,Monday Morning Walk,1,38.566172,-78.295959,394.7,2026-04-20T11:43:26.000Z
trackpoint,Monday Morning Walk,1,38.566153,-78.296034,395.6,2026-04-20T11:43:31.000Z
trackpoint,Monday Morning Walk,1,38.566147,-78.296116,396.4,2026-04-20T11:43:36.000Z
trackpoint,Monday Morning Walk,1,38.566113,-78.296204,397.7,2026-04-20T11:43:41.000Z
trackpoint,Monday Morning Walk,1,38.566115,-78.296249,399,2026-04-20T11:43:46.000Z
trackpoint,Monday Morning Walk,1,38.566152,-78.296301,400,2026-04-20T11:43:51.000Z
trackpoint,Monday Morning Walk,1,38.566152,-78.296342,400.7,2026-04-20T11:43:56.000Z
trackpoint,Monday Morning Walk,1,38.566128,-78.296391,401.2,2026-04-20T11:44:01.000Z
trackpoint,Monday Morning Walk,1,38.566122,-78.296436,401,2026-04-20T11:44:06.000Z
trackpoint,Monday Morning Walk,1,38.566088,-78.296537,400.7,2026-04-20T11:44:12.000Z
trackpoint,Monday Morning Walk,1,38.566088,-78.296584,400.7,2026-04-20T11:44:17.000Z
trackpoint,Monday Morning Walk,1,38.566048,-78.296629,401,2026-04-20T11:44:22.000Z
trackpoint,Monday Morning Walk,1,38.566037,-78.296649,401.1,2026-04-20T11:44:27.000Z
